segment_id,family_id,class_id,producto,nombre_producto
1,10,42,10201905,Rosal vivo caress                                                                                                                                                                                                                                               
1,10,42,10201906,Rosal vivo carolina                                                                                                                                                                                                                                             
1,10,42,10201907,Rosal vivo climax                                                                                                                                                                                                                                               
1,10,42,10201908,Rosal vivo danny                                                                                                                                                                                                                                                
1,10,42,10201909,Rosal vivo dolce vita                                                                                                                                                                                                                                           
1,10,42,10201910,Rosal vivo elite                                                                                                                                                                                                                                                
1,10,42,10201911,Rosal vivo emma                                                                                                                                                                                                                                                 
1,10,42,10201912,Rosal vivo engagement                                                                                                                                                                                                                                           
1,10,42,10201913,Rosal vivo esther                                                                                                                                                                                                                                               
1,10,42,10201914,Rosal vivo excalibur                                                                                                                                                                                                                                            
1,10,42,10201915,Rosal vivo exciting                                                                                                                                                                                                                                             
1,10,42,10201916,Rosal vivo first lady                                                                                                                                                                                                                                           
1,10,42,10201917,Rosal vivo geraldine                                                                                                                                                                                                                                            
1,10,42,10201918,Rosal vivo gotcha                                                                                                                                                                                                                                               
1,10,42,10201919,Rosal vivo harmonie                                                                                                                                                                                                                                             
1,10,42,10201920,Rosal vivo heaven                                                                                                                                                                                                                                               
1,10,42,10201921,Rosal vivo high and elegant                                                                                                                                                                                                                                     
1,10,42,10201922,Rosal vivo katherine                                                                                                                                                                                                                                            
1,10,42,10201923,Rosal vivo king kong                                                                                                                                                                                                                                            
1,10,42,10201924,Rosal vivo livia                                                                                                                                                                                                                                                
1,10,42,10201925,Rosal vivo lorena                                                                                                                                                                                                                                               
1,10,42,10201926,Rosal vivo lovely                                                                                                                                                                                                                                               
1,10,42,10201927,Rosal vivo maaike                                                                                                                                                                                                                                               
1,10,42,10201928,Rosal vivo marilyn                                                                                                                                                                                                                                              
1,10,42,10201929,Rosal vivo marlise                                                                                                                                                                                                                                              
1,10,42,10201930,Rosal vivo miranda o ausimmon                                                                                                                                                                                                                                   
1,10,42,10201931,Rosal vivo mona lisa                                                                                                                                                                                                                                            
1,10,42,10201932,Rosal vivo nirvana                                                                                                                                                                                                                                              
1,10,42,10201933,Rosal vivo o hara                                                                                                                                                                                                                                               
1,10,42,10201934,Rosal vivo ole                                                                                                                                                                                                                                                  
1,10,42,10201935,Rosal vivo olga                                                                                                                                                                                                                                                 
1,10,42,10201936,Rosal vivo pacífica                                                                                                                                                                                                                                             
1,10,42,10201937,Rosal vivo party mix                                                                                                                                                                                                                                            
1,10,42,10201938,Rosal vivo peckoubo o pekcoubo                                                                                                                                                                                                                                  
1,10,42,10201939,Rosal vivo phoebe o ausnotice                                                                                                                                                                                                                                   
1,10,42,10201940,Rosal vivo pink farfalla                                                                                                                                                                                                                                        
1,10,42,10201941,Rosal vivo pink finess                                                                                                                                                                                                                                          
1,10,42,10201942,Rosal vivo pink magic                                                                                                                                                                                                                                           
1,10,42,10201943,Rosal vivo pink osiana                                                                                                                                                                                                                                          
1,10,42,10201944,Rosal vivo pretty woman                                                                                                                                                                                                                                         
1,10,42,10201945,Rosal vivo romance                                                                                                                                                                                                                                              
1,10,42,10201946,Rosal vivo romantic antike o antique                                                                                                                                                                                                                            
1,10,42,10201947,Rosal vivo rosalind o astew                                                                                                                                                                                                                                     
1,10,42,10201948,Rosal vivo rosita vendela                                                                                                                                                                                                                                       
1,10,42,10201949,Rosal vivo secret garden                                                                                                                                                                                                                                        
1,10,42,10201950,Rosal vivo solaire                                                                                                                                                                                                                                              
1,10,42,10201951,Rosal vivo sophie                                                                                                                                                                                                                                               
1,10,42,10201952,Rosal vivo sweet akito                                                                                                                                                                                                                                          
1,10,42,10201953,Rosal vivo sweet avalanche                                                                                                                                                                                                                                      
1,10,42,10201954,Rosal vivo sweet elegance                                                                                                                                                                                                                                       
1,10,42,10201955,Rosal vivo sweet pink                                                                                                                                                                                                                                           
1,10,42,10201956,Rosal vivo titanic                                                                                                                                                                                                                                              
1,10,42,10201957,Rosal vivo toscanini                                                                                                                                                                                                                                            
1,10,42,10201958,Rosal vivo vania                                                                                                                                                                                                                                                
1,10,42,10201959,Rosal vivo vanity                                                                                                                                                                                                                                               
1,10,42,10201960,Rosal vivo vision                                                                                                                                                                                                                                               
1,10,42,10201961,Rosal vivo vivaldi                                                                                                                                                                                                                                              
1,10,42,10201962,Rosal vivo whisper                                                                                                                                                                                                                                              
1,10,43,10202001,Rosal vivo attracta                                                                                                                                                                                                                                             
1,10,43,10202002,Rosal vivo boheme                                                                                                                                                                                                                                               
1,10,43,10202003,Rosal vivo carousel                                                                                                                                                                                                                                             
1,10,43,10202004,Rosal vivo cezanne                                                                                                                                                                                                                                              
1,10,43,10202005,Rosal vivo crazy one                                                                                                                                                                                                                                            
1,10,43,10202006,Rosal vivo dance valley                                                                                                                                                                                                                                         
1,10,43,10202007,Rosal vivo duett                                                                                                                                                                                                                                                
1,10,43,10202008,Rosal vivo esperance                                                                                                                                                                                                                                            
1,10,43,10202009,Rosal vivo fiesta                                                                                                                                                                                                                                               
1,10,43,10202010,Rosal vivo halloween                                                                                                                                                                                                                                            
1,10,43,10202011,Rosal vivo highlander                                                                                                                                                                                                                                           
1,10,43,10202012,Rosal vivo hot ambiance                                                                                                                                                                                                                                         
1,10,43,10202013,Rosal vivo la belle                                                                                                                                                                                                                                             
1,10,43,10202014,Rosal vivo laguna                                                                                                                                                                                                                                               
1,10,43,10202015,Rosal vivo latin ambiance                                                                                                                                                                                                                                       
1,10,43,10202016,Rosal vivo latin breeze                                                                                                                                                                                                                                         
1,10,43,10202017,Rosal vivo long arifa                                                                                                                                                                                                                                           
1,10,43,10202018,Rosal vivo murano                                                                                                                                                                                                                                               
1,10,43,10202019,Rosal vivo n-joy rose                                                                                                                                                                                                                                           
1,10,43,10202020,Rosal vivo panama                                                                                                                                                                                                                                               
1,10,43,10202021,Rosal vivo peppermint                                                                                                                                                                                                                                           
1,10,43,10202022,Rosal vivo pijama party                                                                                                                                                                                                                                         
1,10,43,10202023,Rosal vivo portofino                                                                                                                                                                                                                                            
1,10,43,10202024,Rosal vivo priceless                                                                                                                                                                                                                                            
1,10,43,10202025,Rosal vivo queen amazon                                                                                                                                                                                                                                         
1,10,43,10202026,Rosal vivo ranuncula                                                                                                                                                                                                                                            
1,10,43,10202027,Rosal vivo rossini                                                                                                                                                                                                                                              
1,10,43,10202028,Rosal vivo sabina o sabrina                                                                                                                                                                                                                                     
1,10,43,10202029,Rosal vivo scandal                                                                                                                                                                                                                                              
1,10,43,10202030,Rosal vivo silvery pink                                                                                                                                                                                                                                         
1,10,43,10202031,Rosal vivo something else                                                                                                                                                                                                                                       
1,10,43,10202032,Rosal vivo soutine                                                                                                                                                                                                                                              
1,10,43,10202033,Rosal vivo sovereign                                                                                                                                                                                                                                            
1,10,43,10202034,Rosal vivo super disco                                                                                                                                                                                                                                          
1,10,43,10202035,Rosal vivo ts 1968                                                                                                                                                                                                                                              
1,10,43,10202036,Rosal vivo variance                                                                                                                                                                                                                                             
1,10,43,10202037,Rosal vivo verdi                                                                                                                                                                                                                                                
1,10,44,10202101,Rosal vivo alhambra                                                                                                                                                                                                                                             
1,10,44,10202102,Rosal vivo aloha                                                                                                                                                                                                                                                
1,10,44,10202103,Rosal vivo amber                                                                                                                                                                                                                                                
1,10,44,10202104,Rosal vivo apache                                                                                                                                                                                                                                               
1,10,44,10202105,Rosal vivo arabia                                                                                                                                                                                                                                               
1,10,44,10202106,Rosal vivo bengala                                                                                                                                                                                                                                              
1,10,44,10202107,Rosal vivo bibi                                                                                                                                                                                                                                                 
1,10,44,10202108,Rosal vivo caramba                                                                                                                                                                                                                                              
1,10,44,10202109,Rosal vivo caramella                                                                                                                                                                                                                                            
1,10,44,10202110,Rosal vivo carla                                                                                                                                                                                                                                                
1,10,44,10202111,Rosal vivo cartagena                                                                                                                                                                                                                                            
1,10,44,10202112,Rosal vivo chanson                                                                                                                                                                                                                                              
1,10,44,10202113,Rosal vivo charmer                                                                                                                                                                                                                                              
1,10,44,10202114,Rosal vivo cherry brandy                                                                                                                                                                                                                                        
1,10,44,10202115,Rosal vivo chilis                                                                                                                                                                                                                                               
1,10,44,10202116,Rosal vivo cinnamon                                                                                                                                                                                                                                             
1,10,44,10202117,Rosal vivo colandro                                                                                                                                                                                                                                             
1,10,44,10202118,Rosal vivo coral sea                                                                                                                                                                                                                                            
1,10,44,10202119,Rosal vivo corvette o red corvette                                                                                                                                                                                                                              
1,10,44,10202120,Rosal vivo dark milva                                                                                                                                                                                                                                           
1,10,44,10202121,Rosal vivo donna                                                                                                                                                                                                                                                
1,10,44,10202122,Rosal vivo dreamer                                                                                                                                                                                                                                              
1,10,44,10202123,Rosal vivo el dorado                                                                                                                                                                                                                                            
1,10,44,10202124,Rosal vivo el toro                                                                                                                                                                                                                                              
1,10,44,10202125,Rosal vivo elena                                                                                                                                                                                                                                                
1,10,44,10202126,Rosal vivo ensueño                                                                                                                                                                                                                                              
1,10,44,10202127,Rosal vivo euforia                                                                                                                                                                                                                                              
1,10,44,10202128,Rosal vivo exótica                                                                                                                                                                                                                                              
1,10,44,10202129,Rosal vivo fancy amazon                                                                                                                                                                                                                                         
1,10,44,10202130,Rosal vivo fiction                                                                                                                                                                                                                                              
1,10,44,10202131,Rosal vivo finess                                                                                                                                                                                                                                               
1,10,44,10202132,Rosal vivo flameco                                                                                                                                                                                                                                              
1,10,44,10202133,Rosal vivo free spirit                                                                                                                                                                                                                                          
1,10,44,10202134,Rosal vivo gelato                                                                                                                                                                                                                                               
1,10,44,10202135,Rosal vivo gypsy curiosa                                                                                                                                                                                                                                        
1,10,44,10202136,Rosal vivo high and magic                                                                                                                                                                                                                                       
1,10,44,10202137,Rosal vivo high and orange magic                                                                                                                                                                                                                                
1,10,44,10202138,Rosal vivo iguana o alegra                                                                                                                                                                                                                                      
1,10,44,10202139,Rosal vivo impulse                                                                                                                                                                                                                                              
1,10,44,10202140,Rosal vivo indian femma                                                                                                                                                                                                                                         
1,10,44,10202141,Rosal vivo indian sunset                                                                                                                                                                                                                                        
1,10,44,10202142,Rosal vivo karusso                                                                                                                                                                                                                                              
1,10,44,10202143,Rosal vivo kerio                                                                                                                                                                                                                                                
1,10,44,10202144,Rosal vivo kiki                                                                                                                                                                                                                                                 
1,10,44,10202145,Rosal vivo latin circus                                                                                                                                                                                                                                         
1,10,44,10202146,Rosal vivo leonisa                                                                                                                                                                                                                                              
1,10,44,10202147,Rosal vivo lipstick                                                                                                                                                                                                                                             
1,10,44,10202148,Rosal vivo lobita                                                                                                                                                                                                                                               
1,10,44,10202149,Rosal vivo luca                                                                                                                                                                                                                                                 
1,10,44,10202150,Rosal vivo manitou                                                                                                                                                                                                                                              
1,10,44,10202151,Rosal vivo mariana                                                                                                                                                                                                                                              
1,10,44,10202152,Rosal vivo marjan o pk sensation                                                                                                                                                                                                                                
1,10,44,10202153,Rosal vivo milonga                                                                                                                                                                                                                                              
1,10,44,10202154,Rosal vivo milva                                                                                                                                                                                                                                                
1,10,44,10202155,Rosal vivo miracle                                                                                                                                                                                                                                              
1,10,44,10202156,Rosal vivo mirage                                                                                                                                                                                                                                               
1,10,44,10202157,Rosal vivo monte carlo                                                                                                                                                                                                                                          
1,10,44,10202158,Rosal vivo movie star                                                                                                                                                                                                                                           
1,10,44,10202159,Rosal vivo nikita                                                                                                                                                                                                                                               
1,10,44,10202160,Rosal vivo orange flame                                                                                                                                                                                                                                         
1,10,44,10202161,Rosal vivo orange france                                                                                                                                                                                                                                        
1,10,44,10202162,Rosal vivo orange intuition                                                                                                                                                                                                                                     
1,10,44,10202163,Rosal vivo orange unique                                                                                                                                                                                                                                        
1,10,44,10202164,Rosal vivo orangine u orangina                                                                                                                                                                                                                                  
1,10,44,10202165,Rosal vivo papaya                                                                                                                                                                                                                                               
1,10,44,10202166,Rosal vivo pareo                                                                                                                                                                                                                                                
1,10,44,10202167,Rosal vivo peach sherbet                                                                                                                                                                                                                                        
1,10,44,10202168,Rosal vivo queensday                                                                                                                                                                                                                                            
1,10,44,10202169,Rosal vivo rosselle                                                                                                                                                                                                                                             
1,10,44,10202170,Rosal vivo royal circus                                                                                                                                                                                                                                         
