segment_id,family_id,class_id,producto,nombre_producto
1,16,203,10302730,Rosal cortado fresco gold star                                                                                                                                                                                                                                  
1,16,203,10302731,Rosal cortado fresco gold strike                                                                                                                                                                                                                                
1,16,203,10302732,Rosal cortado fresco golda                                                                                                                                                                                                                                      
1,16,203,10302733,Rosal cortado fresco golden fashion                                                                                                                                                                                                                             
1,16,203,10302734,Rosal cortado fresco golden gate                                                                                                                                                                                                                                
1,16,203,10302735,Rosal cortado fresco gran dorado                                                                                                                                                                                                                                
1,16,203,10302736,Rosal cortado fresco helio                                                                                                                                                                                                                                      
1,16,203,10302737,Rosal cortado fresco high and exotic                                                                                                                                                                                                                            
1,16,203,10302738,Rosal cortado fresco high and yellow                                                                                                                                                                                                                            
1,16,203,10302739,Rosal cortado fresco high and yellow magic                                                                                                                                                                                                                      
1,16,203,10302740,Rosal cortado fresco high society                                                                                                                                                                                                                               
1,16,203,10302741,Rosal cortado fresco hummer                                                                                                                                                                                                                                     
1,16,203,10302742,Rosal cortado fresco idole o elle                                                                                                                                                                                                                               
1,16,203,10302743,Rosal cortado fresco inti                                                                                                                                                                                                                                       
1,16,203,10302744,Rosal cortado fresco jet set                                                                                                                                                                                                                                    
1,16,203,10302745,Rosal cortado fresco judy                                                                                                                                                                                                                                       
1,16,203,10302746,Rosal cortado fresco jupiter                                                                                                                                                                                                                                    
1,16,203,10302747,Rosal cortado fresco konfetti                                                                                                                                                                                                                                   
1,16,203,10302748,Rosal cortado fresco kyara o kira                                                                                                                                                                                                                               
1,16,203,10302749,Rosal cortado fresco latin beauty                                                                                                                                                                                                                               
1,16,203,10302750,Rosal cortado fresco latin spirit                                                                                                                                                                                                                               
1,16,203,10302751,Rosal cortado fresco latina                                                                                                                                                                                                                                     
1,16,203,10302752,Rosal cortado fresco lina                                                                                                                                                                                                                                       
1,16,203,10302753,Rosal cortado fresco lindsey                                                                                                                                                                                                                                    
1,16,203,10302754,Rosal cortado fresco male                                                                                                                                                                                                                                       
1,16,203,10302755,Rosal cortado fresco marie clare                                                                                                                                                                                                                                
1,16,203,10302756,Rosal cortado fresco marisa                                                                                                                                                                                                                                     
1,16,203,10302757,Rosal cortado fresco matchball                                                                                                                                                                                                                                  
1,16,203,10302758,Rosal cortado fresco melon                                                                                                                                                                                                                                      
1,16,203,10302759,Rosal cortado fresco mohana                                                                                                                                                                                                                                     
1,16,203,10302760,Rosal cortado fresco okie dokie                                                                                                                                                                                                                                 
1,16,203,10302761,Rosal cortado fresco pailine                                                                                                                                                                                                                                    
1,16,203,10302762,Rosal cortado fresco parrot                                                                                                                                                                                                                                     
1,16,203,10302763,Rosal cortado fresco rio d oro                                                                                                                                                                                                                                  
1,16,203,10302764,Rosal cortado fresco salami                                                                                                                                                                                                                                     
1,16,203,10302765,Rosal cortado fresco santa fe                                                                                                                                                                                                                                   
1,16,203,10302766,Rosal cortado fresco skyline                                                                                                                                                                                                                                    
1,16,203,10302767,Rosal cortado fresco sonrisa                                                                                                                                                                                                                                    
1,16,203,10302768,Rosal cortado fresco star ambiance                                                                                                                                                                                                                              
1,16,203,10302769,Rosal cortado fresco starbust                                                                                                                                                                                                                                   
1,16,203,10302770,Rosal cortado fresco sun king                                                                                                                                                                                                                                   
1,16,203,10302771,Rosal cortado fresco sunmaster                                                                                                                                                                                                                                  
1,16,203,10302772,Rosal cortado fresco sunny milva                                                                                                                                                                                                                                
1,16,203,10302773,Rosal cortado fresco sushi                                                                                                                                                                                                                                      
1,16,203,10302774,Rosal cortado fresco tabasco                                                                                                                                                                                                                                    
1,16,203,10302775,Rosal cortado fresco tara                                                                                                                                                                                                                                       
1,16,203,10302776,Rosal cortado fresco tresor 2000                                                                                                                                                                                                                                
1,16,203,10302777,Rosal cortado fresco ooty                                                                                                                                                                                                                                       
1,16,203,10302778,Rosal cortado fresco yellow coral                                                                                                                                                                                                                               
1,16,203,10302779,Rosal cortado fresco yellow finess                                                                                                                                                                                                                              
1,16,203,10302780,Rosal cortado fresco yellow submarine                                                                                                                                                                                                                           
1,16,203,10302781,Rosal cortado fresco yellow sunset                                                                                                                                                                                                                              
1,16,203,10302782,Rosal cortado fresco yelllow timeless                                                                                                                                                                                                                           
1,16,204,10302801,Rosal cortado fresco alegría spray                                                                                                                                                                                                                              
1,16,204,10302802,Rosal cortado fresco andrea follies                                                                                                                                                                                                                             
1,16,204,10302803,Rosal cortado fresco antara follies                                                                                                                                                                                                                             
1,16,204,10302804,Rosal cortado fresco arrow follies                                                                                                                                                                                                                              
1,16,204,10302805,Rosal cortado fresco babe spray                                                                                                                                                                                                                                 
1,16,204,10302806,Rosal cortado fresco bellina collection                                                                                                                                                                                                                         
1,16,204,10302807,Rosal cortado fresco blue moon                                                                                                                                                                                                                                  
1,16,204,10302808,Rosal cortado fresco chablis spray                                                                                                                                                                                                                              
1,16,204,10302809,Rosal cortado fresco cherry follies                                                                                                                                                                                                                             
1,16,204,10302810,Rosal cortado fresco chess spray                                                                                                                                                                                                                                
1,16,204,10302811,Rosal cortado fresco classic lydia spray                                                                                                                                                                                                                        
1,16,204,10302812,Rosal cortado fresco cream gracia spray                                                                                                                                                                                                                         
1,16,204,10302813,Rosal cortado fresco cream lydia srpay                                                                                                                                                                                                                          
1,16,204,10302814,Rosal cortado fresco cream sensation spray                                                                                                                                                                                                                      
1,16,204,10302815,Rosal cortado fresco cremita spray                                                                                                                                                                                                                              
1,16,204,10302816,Rosal cortado fresco diablo spray                                                                                                                                                                                                                               
1,16,204,10302817,Rosal cortado fresco electra spray                                                                                                                                                                                                                              
1,16,204,10302818,Rosal cortado fresco fire king spray                                                                                                                                                                                                                            
1,16,204,10302819,Rosal cortado fresco fleurspray                                                                                                                                                                                                                                 
1,16,204,10302820,Rosal cortado fresco girlie follies spray                                                                                                                                                                                                                       
1,16,204,10302821,Rosal cortado fresco giselle follies spray                                                                                                                                                                                                                      
1,16,204,10302822,Rosal cortado fresco golden collection spray                                                                                                                                                                                                                    
1,16,204,10302823,Rosal cortado fresco golden mimi spray                                                                                                                                                                                                                          
1,16,204,10302824,Rosal cortado fresco gracia spray                                                                                                                                                                                                                               
1,16,204,10302825,Rosal cortado fresco hot majolica spray                                                                                                                                                                                                                         
1,16,204,10302826,Rosal cortado fresco hot pink follies spray                                                                                                                                                                                                                     
1,16,204,10302827,Rosal cortado fresco ilse spray                                                                                                                                                                                                                                 
1,16,204,10302828,Rosal cortado fresco jelena spray                                                                                                                                                                                                                               
1,16,204,10302829,Rosal cortado fresco laminuette spray                                                                                                                                                                                                                           
1,16,204,10302830,Rosal cortado fresco lavender follies spray                                                                                                                                                                                                                     
1,16,204,10302831,Rosal cortado fresco limoncello spray                                                                                                                                                                                                                           
1,16,204,10302832,Rosal cortado fresco little silver spray                                                                                                                                                                                                                        
1,16,204,10302833,Rosal cortado fresco lovely lydia spray                                                                                                                                                                                                                         
1,16,204,10302834,Rosal cortado fresco lucy spray                                                                                                                                                                                                                                 
1,16,204,10302835,Rosal cortado fresco lydia spray                                                                                                                                                                                                                                
1,16,204,10302836,Rosal cortado fresco macarena spray                                                                                                                                                                                                                             
1,16,204,10302837,Rosal cortado fresco magic sensation spray                                                                                                                                                                                                                      
1,16,204,10302838,Rosal cortado fresco majolica spray                                                                                                                                                                                                                             
1,16,204,10302839,Rosal cortado fresco mambo número 5 spray                                                                                                                                                                                                                       
1,16,204,10302840,Rosal cortado fresco mambo spray                                                                                                                                                                                                                                
1,16,204,10302841,Rosal cortado fresco marlene spray                                                                                                                                                                                                                              
1,16,204,10302842,Rosal cortado fresco mimi eden spray                                                                                                                                                                                                                            
1,16,204,10302843,Rosal cortado fresco minou spray                                                                                                                                                                                                                                
1,16,204,10302844,Rosal cortado fresco nikita spray                                                                                                                                                                                                                               
1,16,204,10302845,Rosal cortado fresco novel collection spray                                                                                                                                                                                                                     
1,16,204,10302846,Rosal cortado fresco orange success spray                                                                                                                                                                                                                       
1,16,204,10302847,Rosal cortado fresco pepita spray                                                                                                                                                                                                                               
1,16,204,10302848,Rosal cortado fresco pink flash spray                                                                                                                                                                                                                           
1,16,204,10302849,Rosal cortado fresco pink sensation spray                                                                                                                                                                                                                       
1,16,204,10302850,Rosal cortado fresco porcelina spray                                                                                                                                                                                                                            
1,16,204,10302851,Rosal cortado fresco princess spray                                                                                                                                                                                                                             
1,16,204,10302852,Rosal cortado fresco purple mikado spray                                                                                                                                                                                                                        
1,16,204,10302853,Rosal cortado fresco red angel spray                                                                                                                                                                                                                            
1,16,204,10302854,Rosal cortado fresco red collection spray                                                                                                                                                                                                                       
1,16,204,10302855,Rosal cortado fresco red hero spray                                                                                                                                                                                                                             
1,16,204,10302856,Rosal cortado fresco red mikado spray                                                                                                                                                                                                                           
1,16,204,10302857,Rosal cortado fresco red vision spray                                                                                                                                                                                                                           
1,16,204,10302858,Rosal cortado fresco ritmo spray                                                                                                                                                                                                                                
1,16,204,10302859,Rosal cortado fresco romance mikado o eva spray                                                                                                                                                                                                                 
1,16,204,10302860,Rosal cortado fresco romántica follies spray                                                                                                                                                                                                                    
1,16,204,10302861,Rosal cortado fresco rubicon spray                                                                                                                                                                                                                              
1,16,204,10302862,Rosal cortado fresco rumba spray                                                                                                                                                                                                                                
1,16,204,10302863,Rosal cortado fresco salsa spray                                                                                                                                                                                                                                
1,16,204,10302864,Rosal cortado fresco sangrita spray                                                                                                                                                                                                                             
1,16,204,10302865,Rosal cortado fresco santa bárbara spray                                                                                                                                                                                                                        
1,16,204,10302866,Rosal cortado fresco sashaba spray                                                                                                                                                                                                                              
1,16,204,10302867,Rosal cortado fresco scarlett spray                                                                                                                                                                                                                             
1,16,204,10302868,Rosal cortado fresco seline spray                                                                                                                                                                                                                               
1,16,204,10302869,Rosal cortado fresco sensation spray                                                                                                                                                                                                                            
1,16,204,10302870,Rosal cortado fresco silver collection spray                                                                                                                                                                                                                    
1,16,204,10302871,Rosal cortado fresco silver sensation spray                                                                                                                                                                                                                     
1,16,204,10302872,Rosal cortado fresco snowdance spray                                                                                                                                                                                                                            
1,16,204,10302873,Rosal cortado fresco snowflake spray                                                                                                                                                                                                                            
1,16,204,10302874,Rosal cortado fresco suncity spray                                                                                                                                                                                                                              
1,16,204,10302875,Rosal cortado fresco super nova spray                                                                                                                                                                                                                           
1,16,204,10302876,Rosal cortado fresco sweet sensation spray                                                                                                                                                                                                                      
1,16,204,10302877,Rosal cortado fresco taifun o typhoon spray                                                                                                                                                                                                                     
1,16,204,10302878,Rosal cortado fresco tamango spray                                                                                                                                                                                                                              
1,16,204,10302879,Rosal cortado fresco tanger follies spray                                                                                                                                                                                                                       
1,16,204,10302880,Rosal cortado fresco tiara spray                                                                                                                                                                                                                                
1,16,204,10302881,Rosal cortado fresco tiramisú spray                                                                                                                                                                                                                             
1,16,204,10302882,Rosal cortado fresco twinkle bride spray                                                                                                                                                                                                                        
1,16,204,10302883,Rosal cortado fresco viviane spray                                                                                                                                                                                                                              
1,16,204,10302884,Rosal cortado fresco white majolica spray                                                                                                                                                                                                                       
1,16,204,10302885,Rosal cortado fresco white mikado spray                                                                                                                                                                                                                         
1,16,204,10302886,Rosal cortado fresco xentina spray                                                                                                                                                                                                                              
1,16,204,10302887,Rosal cortado fresco yellow babe spray                                                                                                                                                                                                                          
1,16,204,10302888,Rosal cortado fresco yellow follies spray                                                                                                                                                                                                                       
1,17,205,10311501,Anturio cortado fresco chocolate                                                                                                                                                                                                                                
1,17,205,10311502,Anturio cortado fresco rojo oscuro                                                                                                                                                                                                                              
1,17,205,10311503,Anturio cortado fresco verde                                                                                                                                                                                                                                    
1,17,205,10311504,Anturio cortado fresco rosado fuerte                                                                                                                                                                                                                            
1,17,205,10311505,Anturio cortado fresco mickey mouse                                                                                                                                                                                                                             
1,17,205,10311506,Anturio cortado fresco obake verde y blanco                                                                                                                                                                                                                     
1,17,205,10311507,Anturio cortado fresco obake rojo y verde                                                                                                                                                                                                                       
1,17,205,10311508,Anturio cortado fresco anaranjado                                                                                                                                                                                                                               
1,17,205,10311509,Anturio cortado fresco durazno                                                                                                                                                                                                                                  
1,17,205,10311510,Anturio cortado fresco picasso o pecoso                                                                                                                                                                                                                         
1,17,205,10311511,Anturio cortado fresco rojo                                                                                                                                                                                                                                     
1,17,205,10311512,Anturio cortado fresco splash                                                                                                                                                                                                                                   
1,17,205,10311513,Anturio cortado fresco tropic fire                                                                                                                                                                                                                              
1,17,205,10311514,Anturio cortado fresco verde tulipán                                                                                                                                                                                                                            
1,17,205,10311515,Anturio cortado fresco rosado tulipán                                                                                                                                                                                                                           
1,17,205,10311516,Anturio cortado fresco púrpura tulipán                                                                                                                                                                                                                          
1,17,205,10311517,Anturio cortado fresco rojo tulipán                                                                                                                                                                                                                             
1,17,205,10311518,Anturio cortado fresco blanco                                                                                                                                                                                                                                   
1,17,205,10311519,Anturio cortado fresco blanco salvaje                                                                                                                                                                                                                           
1,17,206,10311601,Allium cortado fresco ambassador                                                                                                                                                                                                                                
1,17,206,10311602,Allium cortado fresco ampeloprasum                                                                                                                                                                                                                              
1,17,206,10311603,Allium cortado fresco bullit o drumstick                                                                                                                                                                                                                        
1,17,206,10311604,Allium cortado fresco christophii                                                                                                                                                                                                                               
